1117,4
613,3
163,1
161,367
162,717
629,717
1117,716
1120,355
558,120
419,242
436,434
502,666
410,707
335,718
810,712
765,703
664,659
721,426
716,273
569,278
464,378
458,436
470,530
512,645
600,709
661,637
692,515
704,417
682,358
530,410
484,405
620,402
663,397
534,447
642,443
584,465
591,544
572,566
604,558
591,613
556,631
568,652
590,655
614,649
628,630
